ITTER107,Territory,TIPO_DATO_CN1,Aggregate,BRANCA_ATTIVITAREV2,Breakdown by industry (NACE Rev2),PRODOTTI1,Non financial assets,VAL,Valuation,CORREZ,Adjustment,T_BIS,Edition,TIME,Select time,Value,Flag Codes,Flags
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2006,2006,9326.3,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2007,2007,9728.1,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2008,2008,8905.2,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2009,2009,9623.4,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,9229.4,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,9675.6,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,7941.5,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,7427.9,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,7497.5,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,7211.2,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,8288.5,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,7913.2,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,8542.9,,
ITC3,Liguria,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,9362.4,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2000,2000,254993.2,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2001,2001,261861.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2002,2002,276196.8,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2003,2003,272257.8,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2004,2004,275422.7,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2005,2005,281754.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2006,2006,287340.6,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2007,2007,292778.5,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2008,2008,286955.3,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2009,2009,256823.4,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,258360.2,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,257964.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,233103.2,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,220365.4,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,216823.3,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,218011.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,229752.8,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,239875.6,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,247056.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,247288.9,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,51993.5,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,51690.7,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,46182.1,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,42042.4,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,38914.2,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,37006.4,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,38772.2,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,40337.3,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,40612.8,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,41749.4,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,128841.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,126439.2,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,113528.8,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,105424.2,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,98572.9,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,94565.8,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,95553.4,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,99020.4,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,101164.8,,
ITCDE,Centro-nord,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,103586.9,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2000,2000,108652.2,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2001,2001,110503.8,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2002,2002,115632,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2003,2003,111132.8,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2004,2004,113570.9,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2005,2005,118617.1,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2006,2006,118591.8,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2007,2007,123137.5,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2008,2008,121867.8,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2009,2009,110235.7,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,110883.7,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,112032.1,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,100140.7,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,93978.5,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,92981.5,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,93717.7,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,99293.7,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,102962.9,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,104512.9,,
ITC,Nord-ovest,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,105816.5,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2000,2000,7649,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2001,2001,8684.4,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2002,2002,8372.4,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2003,2003,8369.6,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2004,2004,8250,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2005,2005,8659.1,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2006,2006,8779.3,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2007,2007,8582.6,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2008,2008,8813.9,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2009,2009,8609.2,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,7874,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,8030.1,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,7480.5,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,6543,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,6325.4,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,6489.1,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,6819,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,7165.7,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,7315,,
ITD4,Friuli-Venezia Giulia,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,7274.2,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,41906.8,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,40896,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,36496.9,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,34741.7,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,32191.5,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,31736.2,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,31253.4,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,32733.5,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2018,2018,34134.3,,
ITD,Nord-est,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11K,total construction,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2019,2019,35175.8,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2000,2000,4256.8,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2001,2001,4654.1,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2002,2002,4671,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2003,2003,4580.4,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2004,2004,4846.2,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2005,2005,5184.7,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2006,2006,5281.9,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2007,2007,4794.6,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2008,2008,4863.5,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2009,2009,4418.1,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2010,2010,4725.2,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2011,2011,4922.1,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2012,2012,4619.7,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2013,2013,4637.6,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2014,2014,4688.4,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2015,2015,4865.2,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2016,2016,5089,,
ITD1,Provincia Autonoma Bolzano / Bozen,P51G_D_W2_S1,"gross fixed capital formation, domestic concept",_T,total economic activities,N11,total fixed assets by type of asset,L_2015,chain linked - reference year 2015,N,raw data,2021M12,Dec-21,2017,2017,5430.1,,
