ITTER107,Territory,TIPO_DATO35,Data type,GIUST_REATO,Type of crime,SEXISTAT1,Gender,TIME,Select time,Value,Flag Codes,Flags
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2006,2006,184,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2007,2007,190,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2008,2008,161,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2009,2009,172,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2010,2010,172,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2011,2011,234,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2012,2012,188,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2013,2013,203,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2014,2014,123,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2015,2015,172,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2016,2016,105,,
ITG1,Sicilia,FELONYN,number of persons convicted of felony by final judgement,AFS,mafia-style or organized crime associations,9,total,2017,2017,151,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2000,2000,57,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2001,2001,78,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2002,2002,85,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2003,2003,88,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2004,2004,87,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2005,2005,115,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2006,2006,121,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2007,2007,113,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2008,2008,78,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2009,2009,70,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2010,2010,71,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2011,2011,69,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2012,2012,58,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2013,2013,88,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2014,2014,78,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2015,2015,82,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2016,2016,66,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2017,2017,72,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2000,2000,5,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2001,2001,5,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2002,2002,0,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2003,2003,0,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2004,2004,3,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2005,2005,4,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2006,2006,5,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2007,2007,3,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2008,2008,2,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2009,2009,2,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2010,2010,2,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2011,2011,6,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2012,2012,10,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2013,2013,7,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2014,2014,4,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2015,2015,0,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2016,2016,5,,
ITF1,Abruzzo,FELONYN,number of persons convicted of felony by final judgement,COS,illegal abuse of a position or office for personal gain ,9,total,2017,2017,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2000,2000,36,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2001,2001,40,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2002,2002,48,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2003,2003,46,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2004,2004,41,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2005,2005,31,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2006,2006,39,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2007,2007,40,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2008,2008,60,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2009,2009,71,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2010,2010,84,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2011,2011,89,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2012,2012,73,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2013,2013,96,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2014,2014,103,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2015,2015,117,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2016,2016,48,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2017,2017,74,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2000,2000,0,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2001,2001,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2002,2002,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2003,2003,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2004,2004,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2005,2005,3,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2006,2006,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2007,2007,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2008,2008,8,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2009,2009,5,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2010,2010,4,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2011,2011,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2012,2012,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2013,2013,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2014,2014,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2015,2015,7,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2016,2016,4,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2017,2017,6,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2000,2000,6,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2001,2001,8,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2002,2002,8,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2003,2003,14,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2004,2004,5,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2005,2005,6,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2006,2006,10,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2007,2007,11,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2008,2008,15,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2009,2009,13,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2010,2010,5,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2011,2011,5,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2012,2012,18,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2013,2013,27,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2014,2014,23,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2015,2015,28,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2016,2016,16,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2017,2017,19,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2000,2000,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2001,2001,0,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2002,2002,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2003,2003,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2004,2004,5,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2005,2005,0,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2006,2006,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2007,2007,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2008,2008,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2009,2009,3,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2010,2010,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2011,2011,4,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2012,2012,0,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2013,2013,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2014,2014,2,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2015,2015,4,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2016,2016,1,,
ITG2,Sardegna,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2017,2017,0,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2000,2000,17,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2001,2001,14,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2002,2002,6,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2003,2003,21,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2004,2004,10,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2005,2005,21,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2006,2006,19,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2007,2007,17,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2008,2008,27,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2009,2009,25,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2010,2010,21,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2011,2011,30,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2012,2012,22,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2013,2013,16,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2014,2014,16,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2015,2015,14,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2016,2016,13,,
ITE,Centro (I),FELONYN,number of persons convicted of felony by final judgement,ADE,criminal association,2,females,2017,2017,8,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2000,2000,39,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2001,2001,40,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2002,2002,37,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2003,2003,54,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2004,2004,43,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2005,2005,44,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2006,2006,72,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2007,2007,71,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2008,2008,71,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2009,2009,83,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2010,2010,62,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2011,2011,70,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2012,2012,74,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2013,2013,71,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2014,2014,63,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2015,2015,68,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2016,2016,88,,
ITF,Sud,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,2,females,2017,2017,93,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2000,2000,2763,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2001,2001,2526,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2002,2002,2648,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2003,2003,2390,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2004,2004,2119,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2005,2005,1813,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2006,2006,1663,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2007,2007,2566,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2008,2008,4833,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2009,2009,4188,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2010,2010,2811,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2011,2011,3004,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2012,2012,2691,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2013,2013,2225,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2014,2014,1625,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2015,2015,1366,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2016,2016,1419,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2017,2017,1623,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2000,2000,34,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2001,2001,32,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2002,2002,34,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2003,2003,20,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2004,2004,38,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2005,2005,20,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2006,2006,7,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2007,2007,32,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2008,2008,42,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2009,2009,30,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2010,2010,18,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2011,2011,21,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2012,2012,27,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2013,2013,20,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2014,2014,26,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2015,2015,25,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2016,2016,21,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2017,2017,32,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2000,2000,6,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2001,2001,4,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2002,2002,10,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2003,2003,3,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2004,2004,4,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2005,2005,3,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2006,2006,1,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2007,2007,2,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2008,2008,6,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2009,2009,3,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2010,2010,4,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2011,2011,1,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2012,2012,3,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2013,2013,1,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2014,2014,3,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2015,2015,1,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2016,2016,4,,
ITF3,Campania,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2017,2017,3,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2000,2000,13,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2001,2001,17,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2002,2002,18,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2003,2003,21,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2004,2004,17,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2005,2005,15,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2006,2006,17,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2007,2007,11,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2008,2008,21,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2009,2009,17,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2010,2010,16,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2011,2011,23,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2012,2012,38,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2013,2013,25,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2014,2014,29,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2015,2015,16,,
ITF5,Basilicata,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2016,2016,20,,
